cv_id,job_id,score
971,72,0.183847889181518
4482,81,0.18378835518462425
2178,13,0.1837219180280059
1914,13,0.18371133788931812
6669,12,0.18355611139974906
7566,5,0.18345885547318497
6487,29,0.18341042524937345
7850,81,0.18318889173240915
9511,3,0.1831644160286663
9435,5,0.18308358149555018
9709,2,0.18306266894823403
4910,2,0.18266963154496016
1779,76,0.18264945390001897
176,2,0.1826181402671089
4488,49,0.18261636940067064
5955,81,0.18252949539447705
7348,5,0.1824928670671488
2310,49,0.18244817329313484
2716,2,0.18244474515811376
5562,3,0.18236964020016858
7621,196,0.18230721183037019
6048,2,0.18229287102717703
5763,81,0.1822818761883866
127,81,0.1822073530400564
980,2,0.18216912149801928
650,49,0.18216267938929964
8,5,0.18215264329769984
7140,5,0.1821032525663512
7079,13,0.18205385825805154
633,2,0.18203428556056317
9353,53,0.18200354910922045
9782,12,0.18182531972301233
4476,12,0.18173905028732634
5262,5,0.18172198804427522
9775,2,0.18169196431067502
3726,76,0.18167995157960018
8996,37,0.181480020327709
2907,2,0.18136494519683527
722,2,0.18132313231298708
6641,2,0.18126448471262174
6204,12,0.18115938524279665
8486,49,0.18101785196798958
7776,3,0.18101017964747507
983,12,0.18096986969644063
7964,12,0.18092780122782498
8187,13,0.18078198302576132
3694,37,0.18075818165067806
805,3,0.18061873931051695
1619,72,0.18054232142375443
8418,12,0.18053921022866115
7275,81,0.1805216177988206
5649,196,0.1805212644259658
6577,47,0.1805008469664939
2123,81,0.18045792548728545
4002,13,0.18042035220737654
9338,3,0.1803663115674068
984,13,0.18031909886743622
4181,12,0.18025988706270177
7018,27,0.18021711866824675
9037,2,0.18013002859147412
7412,76,0.18005903252358788
4480,47,0.1798016479922756
3487,2,0.1796406381035089
2026,13,0.17957992277111368
8566,2,0.17953617974542496
37,37,0.17948328136128644
6200,47,0.1794339450199068
9296,5,0.1793236553311095
7211,13,0.17930498358698857
2856,47,0.17917750453789166
1008,12,0.17910417312131124
5530,2,0.17907487852203227
9579,2,0.17874125213161224
7216,5,0.17853116562464785
4328,12,0.17847446811281817
3045,12,0.17833723523187636
258,5,0.1782499652870278
9200,5,0.17807786074848636
6506,36,0.17803272893512212
4944,5,0.17783004574103886
6804,37,0.17775689489400148
6649,13,0.17775614420576133
4208,27,0.17774061876743963
882,13,0.1777392015268308
4287,29,0.17767247216786922
7691,72,0.17764053391543216
6797,81,0.17753144575781643
6938,81,0.17745579553116464
3297,47,0.1774114026160726
3436,13,0.17731644200395785
3393,37,0.17723901028450834
7523,107,0.17721462676331626
4994,27,0.1771104177289612
8406,2,0.17709595412226498
8997,49,0.17700991743469746
3973,5,0.17699314111916983
8368,2,0.17695642920277033
1919,13,0.1769118106254013
4361,3,0.1767499752686057
9228,5,0.17673544549973325
4814,76,0.17670077293009157
4600,27,0.17667703849519592
8401,3,0.17664152503900052
2252,5,0.17659457834554226
8981,68,0.1765698877355866
811,81,0.17649000490873226
3355,81,0.17636325862787705
7980,2,0.17616337663848836
8744,27,0.17613971290082106
4965,76,0.1761196577573461
6727,2,0.17606101812766103
6212,81,0.17604913067030561
7583,72,0.17592533385734202
1639,36,0.17587444331897711
778,37,0.17585664944522042
3703,37,0.17585326823314695
5792,37,0.17570947978547258
9634,81,0.17563797822336535
9812,5,0.17552396775252
2478,37,0.17540712267418634
3442,72,0.17525558869815158
2362,76,0.17522983840148676
8365,53,0.17518849559817443
3360,12,0.17518452229315226
3572,13,0.17513018563742377
9002,72,0.17509573971567488
2374,5,0.17506085688687426
6326,81,0.1749844884337008
2838,37,0.17495015878208164
4841,2,0.17494483758899196
216,5,0.17486594109522666
9302,29,0.17484718519473463
1455,27,0.17457451955235068
9239,49,0.17453582467352202
5495,81,0.17451753644683587
3964,49,0.17448340178885324
5381,81,0.1744829115387258
4432,76,0.1743787799431885
568,72,0.1743288565108024
5715,27,0.17431469765235658
5263,29,0.17419745956846713
2761,27,0.17391175858007912
9394,53,0.17390290585011658
5799,36,0.17381707590888634
2342,36,0.1737930235617698
2763,2,0.17368448132057948
4855,76,0.17364305499431337
3481,107,0.1736365729221244
7346,3,0.17360033357668664
3159,81,0.17354220803321174
6133,5,0.17352047118378727
7822,37,0.17351091801865257
8423,76,0.17345290086355233
9597,3,0.17339006231667764
5968,37,0.17329599965701728
5432,27,0.17326186689493672
5068,49,0.17322996306454416
7551,12,0.1732017954776709
3233,5,0.17319404240252184
7493,2,0.17316986429850761
6027,81,0.17313313375067246
1035,76,0.17312052927013524
996,2,0.1731059726562763
4266,107,0.173101367137797
152,27,0.17298873713040008
9391,53,0.17295760191669032
6633,37,0.1728882981363655
5019,5,0.17285363600585082
5324,3,0.17285360570053165
5632,81,0.17281224428489658
9823,107,0.172780423817927
6303,37,0.17274221503316708
733,5,0.1727360094423103
9934,53,0.17271397770640023
4916,0,0.17265083384130742
646,27,0.17249030578291663
5673,49,0.17234330078875615
1813,27,0.1722402046909264
1703,27,0.17223447371457778
4722,27,0.17222130543835634
1070,49,0.17218192392024076
2104,76,0.17217890483184667
3318,37,0.17211561485851096
2823,53,0.1721081907634554
8917,72,0.17210012223801252
5026,13,0.17208245728140553
803,29,0.17207347662049782
2041,12,0.17203292390356867
949,68,0.17192654706429852
5195,37,0.17188330722205747
9356,2,0.17184849940434008
1783,29,0.1717837063204457
7181,36,0.17173047483389992
3145,72,0.17172987738767653
9515,37,0.1716667367274661
5344,5,0.17153782256658215
1007,5,0.1715133092092527
8632,49,0.17150507465893383
482,12,0.17139748504845476
2816,107,0.17139603625702
267,13,0.17134494451959975
9961,37,0.17133815437796257
2202,37,0.17113655327827648
9056,37,0.171089870204989
3483,29,0.17107470703709385
2671,37,0.17104016585854132
874,12,0.17083590341160929
2004,49,0.1708312114589437
9092,81,0.17073357578403237
8167,107,0.17063478865486356
9947,2,0.1705044721584297
883,72,0.17046764016179947
4517,76,0.1704313074360199
6246,37,0.1704163842113061
3952,2,0.17040158866044733
9818,36,0.1703654077085024
350,13,0.17019619250255627
4683,76,0.17014522117660494
5,5,0.1701435064066354
8654,37,0.1700558302538509
432,31,0.17001378026657657
2518,5,0.16997571496419184
9720,37,0.16981564321969408
8717,107,0.16977077734258647
7467,76,0.1695646948255332
411,37,0.16953974104288616
7329,37,0.1694370525316015
914,12,0.1694294462152598
7660,5,0.16930287807979943
9575,13,0.1692876678570673
2540,81,0.16916216117292146
6274,53,0.16905443051361085
6348,5,0.16897522263041126
8976,2,0.16896751444045954
3169,3,0.16896742947241716
2994,37,0.1689042690679301
6280,37,0.16881006554907102
8200,2,0.16867421832934495
3028,3,0.16864538999076484
7888,81,0.16863656907310245
4921,29,0.1686033131822512
7656,5,0.16858796957045546
7594,37,0.1685403090616877
8039,36,0.16844774866619383
1990,3,0.16838251807683197
6631,29,0.16820826487599833
9388,36,0.16810482222395592
4003,29,0.1680812791240474
8670,76,0.1680406775253781
8816,27,0.1680372747938903
7787,81,0.16798832965506605
979,53,0.1678970726352354
3741,27,0.1678781663293461
7983,5,0.16787367336055628
5536,31,0.16785311136804335
7280,47,0.1678473998096791
1547,13,0.1678009398932014
977,81,0.16778838175404076
6612,81,0.16774683491773776
5238,3,0.1675474819667128
8012,12,0.16752919179529444
9260,53,0.1674814656778774
4859,5,0.16747813689259886
1191,81,0.1674224186958025
4340,76,0.1672252337775833
2944,12,0.16718348427712992
9616,72,0.16712050362769082
6163,107,0.16706569731146295
1169,37,0.1669819955721408
3126,3,0.166975528644485
5143,3,0.166975528644485
1003,3,0.1669040490091431
325,37,0.1668932158151916
3810,72,0.16688510437187276
2122,81,0.16676471984555996
6934,2,0.166725929327245
1916,47,0.16670349524852562
9025,37,0.16670323005334364
383,12,0.1666541085438561
1391,5,0.1665862313132655
1949,27,0.16656866145218233
2416,76,0.16641328575922038
8009,5,0.1664075958537929
9058,37,0.16632913291038132
6224,0,0.16628371166525768
4440,37,0.1662490220975289
9535,2,0.16622396717558346
2148,72,0.1662026966213344
5375,76,0.16611571796573368
3197,81,0.16611400900505688
2591,3,0.1660901962834437
703,12,0.1660596963308198
